ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude
505,Côte-des-Neiges–Notre-Dame-de-Grâce,De Sousa-Mendes,module de jeux,rue Plantagenet/ave De Soissons,,,,orthophotographies,295267.37,5040995.5,-73.6219972834211,45.5088148800661
506,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,chalet,rue Bellerive/rue Mousseau,,,,orthophotographies,304052.72,5051156.74,-73.5095791187554,45.6003140046242
507,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,,rue Bellerive/ave Mercier,,,,orthophotographies,304094.98,5050583.54,-73.5090365747883,45.5951562344791
508,Mercier–Hochelaga-Maisonneuve,Louis-Riel,soccer,ave de Carignan/ave Pérodeau,,,,orthophotographies,300595.32,5049150.95,-73.5538810255407,45.5822530182144
509,Mercier–Hochelaga-Maisonneuve,Louis-Riel,baseball,ave de Carignan/rue Gérin-Lajoie,,,,orthophotographies,300679.12,5049137.33,-73.5528070529468,45.5821309627958
510,Mercier–Hochelaga-Maisonneuve,Louis-Riel,tennis,rue Gérin-Lajoie/ave Louis-Joseph-Doucet,,,,orthophotographies,300627.71,5049034.46,-73.5534649679647,45.5812050010457
511,Mercier–Hochelaga-Maisonneuve,Louis-Riel,terrain d'athlétisme,ave de Carignan/ave Pérodeau,,,,orthophotographies,300529.99,5049117.21,-73.5547179039095,45.5819490176114
512,Mercier–Hochelaga-Maisonneuve,Louis-Riel,baseball,rue Du Quesne/rue Pierre-Bédard,,,,orthophotographies,300516.15,5049089.32,-73.5548950114825,45.5816979698972
513,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,rue Du Quesne/rue Pierre-Bédard,,,localisation approx.,localisation approx.,300475.87,5049007.29,-73.5554104496017,45.5809595899697
514,Mercier–Hochelaga-Maisonneuve,Louis-Riel,,rue Du Quesne/rue Pierre-Bédard,,,localisation approx.,localisation approx.,300479.13,5049018.01,-73.5553687700059,45.5810560720294
515,Mercier–Hochelaga-Maisonneuve,Hector-Vinet,,rue Hochelaga/ave Hector,,,,orthophotographies,303636.83,5052285.02,-73.5149129556681,45.6104659990572
516,Mercier–Hochelaga-Maisonneuve,Saint-Victor,baseball,ave Pierre-De Coubertin/rue Aubry,,,,orthophotographies,303358,5051999.8,-73.5184869805495,45.6078989922141
517,Mercier–Hochelaga-Maisonneuve,Saint-Victor,,rue Hochelaga/rue Taillon,,,localisation approx.,localisation approx.,303424.16,5051904.79,-73.5176385166422,45.6070442012042
518,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,chalet,rue De Teck/boul Pierre-Bernard,,,,orthophotographies,302765.13,5051801.26,-73.5260869674062,45.6061109938564
519,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,,boul Pierre-Bernard/rue de Marseille,,,,orthophotographies,302855.14,5051776.78,-73.5249329446539,45.6058909739650
520,Mercier–Hochelaga-Maisonneuve,Pierre-Bernard,baseball,rue de Marseille/rue French,,,,orthophotographies,302871.72,5051679.09,-73.5247200043537,45.6050119794155
521,Mercier–Hochelaga-Maisonneuve,Sainte-Claire,module de jeux,ave Pierre-De Coubertin/ave Mercier,,,,orthophotographies,302945.89,5051089.95,-73.5237669275443,45.5997109390371
522,Mercier–Hochelaga-Maisonneuve,Clément-Jetté (Sud),,rue Notre-Dame Est/boul Pierre-Bernard,,,,orthophotographies,303928.71,5051341.68,-73.5111690893677,45.6019780012265
523,Mercier–Hochelaga-Maisonneuve,Pierre-Tétreault,,rue Notre-Dame Est/rue Baldwin,,,,orthophotographies,303928.42,5050905.04,-73.5111720271025,45.5980489933402
524,Mercier–Hochelaga-Maisonneuve,Honoré-Mercier,,rue Notre-Dame Est/rue Liébert,,,,orthophotographies,304019.16,5050289.35,-73.5100079250395,45.5925089475737
525,Mercier–Hochelaga-Maisonneuve,De La Bruère,,ave Dubuisson/rue Liébert,,,,orthophotographies,303245.22,5050504.55,-73.5199280985572,45.5944440792003
526,Mercier–Hochelaga-Maisonneuve,Liébert,baseball,rue Liébert/rue Sainte-CLaire,,,,orthophotographies,302688.17,5050757.86,-73.5270690767212,45.5967219656138
527,Mercier–Hochelaga-Maisonneuve,Liébert,module de jeux,rue Cirier/ave Pierre-De Coubertin,,,,orthophotographies,302729,5050605.71,-73.5265450792913,45.5953529997929
528,Mercier–Hochelaga-Maisonneuve,Michel-Bourdon,module de jeux,rue Joseph-A.-Rodier,,,,orthophotographies,301834.85,5050642.52,-73.5380060842325,45.5956809885948
529,Mercier–Hochelaga-Maisonneuve,Radisson,,rue Radisson (face au #5260),,,,orthophotographies,301286.3,5050060.69,-73.5450329851459,45.5904429608722
530,Mercier–Hochelaga-Maisonneuve,Beauclerk,chalet,ave Émile-Legrand/rue La Fontaine,,,,orthophotographies,303251.72,5048974.81,-73.5198399362237,45.5806790403871
531,Mercier–Hochelaga-Maisonneuve,Carlos-D'Alcantara,chalet,rue De Contreceour,,,,orthophotographies,302183.83,5052627.44,-73.5335436444706,45.6135432313126
532,Mercier–Hochelaga-Maisonneuve,Carlos-D'Alcantara,soccer,rue De Contreceour/rue Rousseau,,,,orthophotographies,301986.33,5052677.86,-73.5360762128935,45.6139961516469
533,Mercier–Hochelaga-Maisonneuve,Rougemont,chalet,rue Bossuet/rue Ontario Est,,,,orthophotographies,302623.07,5047738.43,-73.5278900609871,45.5695520204248
534,Mercier–Hochelaga-Maisonneuve,Rougemont,,rue La Fontaine/ave Rougemont,,,,orthophotographies,302713.36,5047658.27,-73.5267329552429,45.5688309912816
535,Mercier–Hochelaga-Maisonneuve,Olivier-Guimond,,rue Dickson/rue Boileau,,,,orthophotographies,301534.01,5047928.72,-73.5418439827306,45.5712600524749
536,Mercier–Hochelaga-Maisonneuve,Thibodeau,,ave Pierre-De Coubertin/rue Lacordaire,,,,orthophotographies,301639.22,5048073.8,-73.5404969669424,45.5725660143920
537,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,,rue Du Quesne/ave Pierre-De Coubertin,,,,orthophotographies,301727.97,5048410.37,-73.5393619883193,45.5755949749593
538,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,bocce,rue Du Quesne/rue de Marseille,,,,orthophotographies,301668.98,5048433.74,-73.5401179780467,45.5758050026014
539,Mercier–Hochelaga-Maisonneuve,Jean-Amyot,baseball,rue de Marseille/ave de la Pépinière,,,,orthophotographies,301638.76,5048550.11,-73.5405059417569,45.5768519995382
540,Mercier–Hochelaga-Maisonneuve,Saint-Donat,,rue Arcand/rue de Marseille,,,,orthophotographies,301905.85,5049274.57,-73.5370879277236,45.5833720748228
541,Mercier–Hochelaga-Maisonneuve,Saint-Donat,soccer,rue Arcand/rue de Marseille,,,,orthophotographies,301972.39,5049238.08,-73.5362350204680,45.5830440004458
542,Mercier–Hochelaga-Maisonneuve,Saint-Donat,,ave Parkville/ave Pierre-De Coubertin,,,,orthophotographies,301983.35,5049133.94,-73.5360939707286,45.5821069616719
543,Mercier–Hochelaga-Maisonneuve,Guillaume-Couture,,ave Rodolphe-Mathieu/ave Albani,,,,orthophotographies,299966.46,5049297.54,-73.5619410210712,45.5835679937209
544,Mercier–Hochelaga-Maisonneuve,Guillaume-Couture,module de jeux,rue Du Quesne/ave De Charette,,,,orthophotographies,299998.22,5049202.61,-73.5615330889512,45.5827140052139
545,Mercier–Hochelaga-Maisonneuve,Francesca-Cabrini,,ave Rodolphe-Mathieu/rue De Cadillac,,,,orthophotographies,299864.82,5049152.93,-73.5632420591720,45.5822660361375
546,Mercier–Hochelaga-Maisonneuve,Pierre-Bédard,chalet,rue Lacordaire/rue Gérin-Lajoie,,,,orthophotographies,300564.07,5048633.54,-73.5542769935438,45.5775970158668
547,Mercier–Hochelaga-Maisonneuve,rue Chauveau (Îlot de voirie),,rue Chauveau/boul de L'Assomption,,,Îlot de voirie aménagé,orthophotographies,300969.96,5047594.08,-73.5490679873834,45.5682459785740
548,Mercier–Hochelaga-Maisonneuve,Théodore,,rue Théodore/rue Hochelaga,,,,orthophotographies,301319.58,5046772.84,-73.5445830385564,45.5608580259665
549,Mercier–Hochelaga-Maisonneuve,Théodore,,rue Théodore/rue Hochelaga,,,,orthophotographies,301392.48,5046738.57,-73.5436489749653,45.5605500136057
550,Mercier–Hochelaga-Maisonneuve,Saint-Clément,baseball,rue Ontario Est/rue Ida-Steinberg,,,,orthophotographies,302123.51,5046775.11,-73.5342849735207,45.5608820070611
551,Mercier–Hochelaga-Maisonneuve,Saint-Clément,module de jeux,rue La Fontaine/rue Vimont,,,,orthophotographies,302204.66,5046685.28,-73.5332449916660,45.5600739936212
552,Mercier–Hochelaga-Maisonneuve,Ovila-Pelletier,module de jeux,ave Bennett/rue Ontario Est,,,,orthophotographies,301702.41,5046115.62,-73.5396749509618,45.5549459447007
553,Mercier–Hochelaga-Maisonneuve,Morgan,chalet,ave Morgan/rue Sainte-Catherinre Est,,,,orthophotographies,302222.14,5045724.76,-73.5330160200404,45.5514309678741
554,Mercier–Hochelaga-Maisonneuve,Morgan,,ave Morgan/rue Sainte-Catherinre Est,,,localisation approx.,localisation approx.,302264.27,5045660.64,-73.5324761065830,45.5508541481727
555,Mercier–Hochelaga-Maisonneuve,Jacques-Blanchet,,ave Jeanne-D'Arc/rue Ontario Est,,,,orthophotographies,301600.64,5045435.96,-73.5409740099984,45.5488296655289
556,Mercier–Hochelaga-Maisonneuve,de Saint-Aloysius,chalet,ave Valois/rue Drouin,,,,orthophotographies,301603.4,5045125.55,-73.5409366353322,45.5460364979809
557,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,301001.52,5045445.89,-73.5486469781110,45.5489160093782
558,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,300985.25,5045404.89,-73.5488550276493,45.5485469879117
559,Mercier–Hochelaga-Maisonneuve,Lalancette,,rue Hochelaga/rue Nicolet,,,,orthophotographies,300934.32,5045442.22,-73.5495075764524,45.5488826156777
560,Mercier–Hochelaga-Maisonneuve,Edmond-Hamelin,,rue Sainte-Catherine Est/rue Joliette,,,,orthophotographies,301805.56,5044839.23,-73.5383459616175,45.5434609853184
561,Mercier–Hochelaga-Maisonneuve,Hochelaga,,rue Darling/rue Utilités publiques (La Fontaine),,,,orthophotographies,301351.32,5044709.1,-73.5441619136741,45.5422879274473
562,Mercier–Hochelaga-Maisonneuve,Hochelaga,,rue Darling/rue Utilités publiques,,,,orthophotographies,301398.38,5044659.63,-73.5435589454245,45.5418430096649
563,Mercier–Hochelaga-Maisonneuve,Square Dézéry,,rue Dézéry/rue John-Easton-Mills,,,,orthophotographies,301657.97,5044380.44,-73.5402330128322,45.5393319742965
564,Mercier–Hochelaga-Maisonneuve,Raymond-Préfontaine,,rue Dézéry/rue de Rouen,,,,orthophotographies,300696.41,5044691.24,-73.5525481806766,45.5421236667093
565,Mercier–Hochelaga-Maisonneuve,Raymond-Préfontaine,,rue de Rouen/rue Préfontaine,,,,orthophotographies,300715.93,5044600.26,-73.5522974600296,45.5413051101424
566,Mercier–Hochelaga-Maisonneuve,place Valois,,ave Valois/rue Ontario Est,,,,orthophotographies,301391.13,5045269.97,-73.5436560348929,45.5473350344335
567,Mercier–Hochelaga-Maisonneuve,Thomas-Chapais,chalet,boul Pierre-Bernard/rue Tiffin,,,,orthophotographies,301963.85,5052085.07,-73.5363609991690,45.6086619834248
568,Mercier–Hochelaga-Maisonneuve,Thomas-Chapais,chalet,boul Pierre-Bernard/rue De Gadbois,,,,orthophotographies,302191.89,5052016.29,-73.5334370340459,45.6080439760825
569,Anjou,du Fort-Des Ormeaux,chalet,"7775, ave Des Ormeaux",,,,orthophotographies,300464.16,5052775.7,-73.5555939797470,45.6148687100366
570,Anjou,de Peterborough,,8400 boul de Châteauneuf,,,localisation approx.,localisation approx.,300474.57,5052308.53,-73.5554563599513,45.6106650613223
571,Anjou,Des Roseraies,baseball,7070 ave de la Nantaise,,,,orthophotographies,300482.47,5050476.49,-73.5553388646129,45.5941799220371
572,Anjou,Des Roseraies,baseball,7070 ave de la Nantaise,,,,orthophotographies,300485.68,5050478.34,-73.5552977376064,45.5941965887814
573,Anjou,Des Roseraies,tennis,7070 ave de la Nantaise,,,localisation approx.,localisation approx.,300592.24,5050350.34,-73.5539308283716,45.5930454615199
574,Anjou,André-Laurendeau,,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299372.19,5051516.82,-73.5695811617090,45.6035333144783
575,Anjou,André-Laurendeau,,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299297.96,5051674.94,-73.5705345265965,45.6049555363222
576,Anjou,André-Laurendeau,pataugeoire,8361 ave André-Laurendeau,,,localisation approx.,localisation approx.,299289.03,5051692.15,-73.5706492008561,45.6051103256722
577,Anjou,Lucie-Bruneau,baseball#1,7051 ave de l'Alsace,,,,orthophotographies,298232.61,5051581.18,-73.5841907230681,45.6041026106623
578,Anjou,Lucie-Bruneau,baseball#1,7051 ave de l'Alsace,,,,orthophotographies,298233.22,5051582.39,-73.5841829194599,45.6041135043204
579,Anjou,Lucie-Bruneau,baseball#2,7051 ave de l'Alsace,,,,orthophotographies,298188.54,5051754.91,-73.5847580323684,45.6056654604972
580,Anjou,Lucie-Bruneau,baseball#2,7051 ave de l'Alsace,,,,orthophotographies,298190.33,5051755.25,-73.5847350894393,45.6056685369281
581,Anjou,d'Antioche,pétanque,6995 place d'Antioche,,,,orthophotographies,300174.08,5050646.22,-73.5592931828694,45.5957052169838
582,Anjou,de Spalding,,7901 ave Spalding,,,localisation approx. / travaux prévus en 2019,localisation approx.,300719.94,5051439.62,-73.5523032045821,45.6028478649371
583,Anjou,de Talcy,chalet,8151 ave de Talcy,,,,orthophotographies,300166.04,5051934.91,-73.5594084733750,45.6073011435460
584,Anjou,de Talcy,chalet,8151 ave de Talcy,,,,orthophotographies,300171.27,5051937.99,-73.5593414527856,45.6073288930364
585,Anjou,de Verdelles,,8441 place Verdelles,,,,orthophotographies,300919.5,5052039.85,-73.5497497750791,45.6082500359404
586,Anjou,du Bocage,chalet,6200 ave du Bocage,,,,orthophotographies,300749.4,5050299.75,-73.5519160909570,45.5925911714812
587,Anjou,du Bocage,chalet / piscine,6200 ave du Bocage,,,accès restreint,orthophotographies,300758.76,5050292.43,-73.5517960643350,45.5925253584912
588,Anjou,Roger-Rousseau,baseball,7501 ave Rondeau,,,,orthophotographies,300962.21,5052913.57,-73.5492090886832,45.6161122277952
589,Anjou,Roger-Rousseau,baseball,7501 ave Rondeau,,,,orthophotographies,300874.55,5053085.01,-73.5503344665244,45.6176543975164
590,Anjou,Roger-Rousseau,,7501 ave Rondeau,,,localisation approx.,localisation approx.,300892.31,5052914.25,-73.5501053688075,45.6161179570206
591,Anjou,Goncourt,tennis,7130 ave Goncourt,,,localisation approx.,localisation approx.,300341.85,5051415.95,-73.5571498065456,45.6026325540676
592,Anjou,Du Mail (Chénier),,5555 ave de l'Aréna,,,localisation approx.,localisation approx.,301394.05,5051423.14,-73.5436615249945,45.6027032030283
593,Anjou,Bibliothèque Jean-Corbeil,cour arrière,7500 ave Goncourt,,,localisation approx.,localisation approx.,300262.74,5051388.48,-73.5581636755663,45.6023848598110
594,Ville-Marie,place Jacques-Cartier,,place Jacques-Cartier/rue Notre-Dame Est,,,abreuvoir à chevaux,orthophotographies,300633.58,5040895.9,-73.5533204713075,45.5079713384388
595,Ville-Marie,champ de mars,,rue Saint-Antoine Est/ave de l'Hôtel-de-ville,,,localisation approx.,localisation approx.,300470.99,5040960.77,-73.5554018162688,45.5085540755953
596,Ville-Marie,Charles-S.-Cambell,,rue Alexandre-DeSève/rue Gareau,,,localisation approx.,localisation approx.,300694.21,5042354.76,-73.5525567668808,45.5210991158927
597,Ville-Marie,square des Frères-Charron,,rue des Soeurs-Grises/rue Marguerite-D'Youville,,,,orthophotographies,300525.45,5039892.21,-73.5546955364541,45.4989390544394
598,Ville-Marie,Joe-Montferrand,,rue Frontenac/rue Sainte-Catherine Est,,,,orthophotographies,301240.1,5043366.05,-73.5455763721019,45.5302021006045
599,Ville-Marie,Médéric-Martin,,ave Gascon/rue de Rouen,,,,orthophotographies,300562.07,5043883.17,-73.5542614653836,45.5348515494671
600,Ville-Marie,Olivier-Robert,,rue Fullum/boul De Maisonneuve Est,,,,orthophotographies,300920.47,5043123.85,-73.5496665831198,45.5280209856489
601,Ville-Marie,Espace Pierre-Bourgault,,rue Alexandre-DeSève/rue La Fontaine,,,,orthophotographies,300179.09,5042607.92,-73.5591530198252,45.5233739255403
602,Ville-Marie,Berthier,,rue Berthier/rue de la Visitation,,,,orthophotographies,299923.16,5042547.48,-73.5624286179191,45.5228283191651
603,Ville-Marie,Brennan/Duke,parc à chien,rue Duke/rue Brennan,,,,orthophotographies,300590.59,5039507.55,-73.5538587300094,45.4954781122937
604,Ville-Marie,des Faubourgs,,rue Dorion/rue Ontario Est,,,,orthophotographies,300300.39,5042993.72,-73.5576037825965,45.5268462982269
605,Ville-Marie,des Royaux,,ave De Lorimier/rue de Rouen,,,,orthophotographies,300143.59,5043305.41,-73.5596140899240,45.5296499751319
606,Ville-Marie,des Vétérans,,ave Papineau/rue Logan,,,localisation approx.,localisation approx.,300503.05,5042688.46,-73.5550066634906,45.5241007283337
607,Ville-Marie,Fleury-Mesplet,,rue de la Commune Est/rue Berri,,,,orthophotographies,300867.61,5041218.45,-73.5503280202120,45.5108751364879
608,Ville-Marie,Jean-Narrache,,rue Saint-Timothée/rue Labrecque,,,,orthophotographies,299722.54,5042293.44,-73.5649941285869,45.5205409345400
609,Ville-Marie,des Joyeux-Vikings,,rue Beaudry/rue Robin,,,localisation approx.,localisation approx.,300125.1,5042327.9,-73.5598414828981,45.5208538349453
610,Ville-Marie,Percy-Walters,parc à chien,ave du Docteur-Penfield/rue Redpath,,,localisation approx.,localisation approx.,298139.74,5039980.01,-73.5852233495970,45.4997104206882
611,Ville-Marie,Percy-Walters,,ave du Docteur-Penfield/rue Redpath,,,localisation approx.,localisation approx.,298183.1,5039959.73,-73.5846682508461,45.4995283451997
612,Ville-Marie,Persillier-Lachapelle,,rue Alexandre-DeSève/rue Ontario Est (nord de),,,,orthophotographies,299966.78,5042751.1,-73.5618722453717,45.5246608755873
613,Ville-Marie,école Pierre-Dupuy,,ave De Lorimier/rue Ontario Est,,,localisation approx. /privé,localisation approx.,300265.13,5043222.21,-73.5580572942047,45.5289021110068
614,Ville-Marie,place d'Armes,,rue Notre-Dame Ouest/place d'Armes,,,,orthophotographies,300320.48,5040522.41,-73.5573240088230,45.5046085777017
615,Ville-Marie,De La Dauversière,,rue Le Royer Est/Place Jacques-Cartier,,,,orthophotographies,300614.99,5040929.18,-73.5535586639057,45.5082706945016
616,Ville-Marie,De La Dauversière,,rue Le Royer Est/Place Jacques-Cartier,,,,orthophotographies,300645.82,5040943.81,-73.5531642337277,45.5084025256666
617,Ville-Marie,place de la Paix,,rue Juliette-Béliveau/rue Saint-Dominique,,,,orthophotographies,299957.92,5041054.25,-73.5619689043117,45.5093918742064
618,Ville-Marie,place D'Youville,,place D'Youville/rue Saint-Pierre,,,localisation approx.,localisation approx.,300487.98,5040190.4,-73.5551776091092,45.5016220658392
619,Ville-Marie,Raymond-Blain,,ure Panet (face au #1697),,,localisation approx.,localisation approx.,300205.53,5042401.64,-73.5588126232372,45.5215179114233
620,Ville-Marie,Sainte-Marie,,rue Dufresne/rue Provençale,,,localisation approx.,localisation approx.,300782.45,5043287.06,-73.5514348828560,45.5294888303093
621,Ville-Marie,Saint-Jacques,,rue Saint-André/rue La Fayette,,,localisation approx.,localisation approx.,299964.62,5041984.45,-73.5618923321650,45.5177622401209
622,Ville-Marie,Saint-Jacques/Lucien-L'Allier (Julia-Drummond),,rue Lucien-L'Allier/rue Saint-Jacques,,,,orthophotographies,299541.83,5039271.7,-73.5672749116833,45.4933487157940
623,Ville-Marie,Abords du pont Jacques-Cartier,skate park,boul De Maisonneuve Est/ave De Lorimier,,,,orthophotographies,300765.46,5042785.65,-73.5516482688701,45.5249768502749
624,Ville-Marie,square Cabot,,ave Atwater/rue Sainte-Catherine Ouest,,,localisation approx.,localisation approx.,298233.74,5038828.15,-73.5840051340512,45.4893463754918
625,Ville-Marie,square Dalhousie,,rue Berri/rue Notre-Dame Est,,,localisation approx.,localisation approx.,300811.99,5041319.41,-73.5510406841283,45.5117833004814
626,Ville-Marie,square Phillips,,rue Sainte-Catherine Ouest/rue du Square-Phillips,,,localisation approx.,localisation approx.,299434.26,5040433.14,-73.5686639012603,45.5037990344848
627,Ville-Marie,Walter-Stewart,chalet,rue D'Iberville/rue de Rouen,,,,orthophotographies,300386.21,5043706.99,-73.5565115468151,45.5332651236993
628,Ville-Marie,Jovette-Marchessault,,rue Plessis (face au #1600),,,,orthophotographies,300393.15,5042425.45,-73.5564111634079,45.5217333744981
629,Ville-Marie,Robert-Prévost,,rue Saint-Timothée (face au #1827),,,,orthophotographies,299946.76,5042123.04,-73.5621223103431,45.5190092043818
630,Ville-Marie,parc de la Presse,,rue Saint-Antoine Ouest/côte de la place d'Armes,,,privé,orthophotographies,300276.41,5040651.68,-73.5578891605291,45.5057715193462
631,Ville-Marie,près du parc du Mont-Royal,,ave des Pins Ouest/rue Peel,,,au pied de l'escalier,orthophotographies,298391.93,5040522.26,-73.5820034636704,45.5045921771973
632,Ville-Marie,,,rue McTavish/ave du Docteur-Penfield,,,localisation approx.,localisation approx.,298670.62,5040446.96,-73.5784361566779,45.5039171007063
633,Ville-Marie,promenade urbaine McTavish,,entre ave du Docteur-Penfield et rue De Maisonneuve Ouest,,,localisation approx.,localisation approx.,298761.6,5040398.99,-73.5772713187216,45.5034862399414
634,Ville-Marie,promenade urbaine McTavish,,entre ave du Docteur-Penfield et rue De Maisonneuve Ouest,,,localisation approx.,localisation approx.,298788.44,5040382.14,-73.5769276503248,45.5033348483559
635,Ville-Marie,Félix-Antoine-Savard,,rue Montcalm/rue Sherbrooke Est,,,localisation approx.,localisation approx.,299741.38,5042461.01,-73.5647546966534,45.5220489326522
636,Ville-Marie,place Émilie-Gamelin,,rue Saint-Hbert/rue Sainte-Catherine Est,,,,orthophotographies,300163.45,5041734.09,-73.5593449633479,45.5155107502772
637,Ville-Marie,trottoir coin nord/ouest,,rue Saint-Denis/rue Émery,,,,orthophotographies,299844.46,5041674.28,-73.5634272303944,45.5149703615811
638,Ville-Marie,place Vauquelin,,rue Notre-Dame Est/place Jacques-Cartier,,,,,300523.39,5040948.19,-73.5547311020058,45.5084411987751
639,Pierrefonds-Roxboro,Centre Sportif George-Springate,tennis,rue Richmond/rue Anderson,,,,orthophotographies,277773.4,5039269.33,-73.8457848270335,45.4928238364379
640,Pierrefonds-Roxboro,Centre Sportif George-Springate,soccer,rue Richmond/rue Anderson,,,,orthophotographies,277748.04,5039093.06,-73.8460995678303,45.4912367264217
641,Pierrefonds-Roxboro,Centre Sportif George-Springate,baseball,rue Richmond/rue Anderson,,,,orthophotographies,277853.25,5039107.48,-73.8447543397919,45.4913705520527
642,Pierrefonds-Roxboro,Brook,parc à chien,rue Brook/rue Harvey,,,,orthophotographies,278130.68,5041224.26,-73.8413200592078,45.5104285751715
643,Saint-Laurent,Poirier,module de jeux,rue Trudeau/rue Hislop,,,,orthophotographies,292098.64,5041642.23,-73.6625668620967,45.5145838945213
644,Saint-Laurent,Poirier,intérieur du chalet,rue Trudeau/rue Hislop,,,accès restreint,orthophotographies,292105.9,5041603.8,-73.6624729454178,45.5142382191323
645,Saint-Laurent,Raymond-Vidal,,rue Khalil-Gibran,,,,orthophotographies,291657.8,5043092.26,-73.6682481092340,45.5276236214083
646,Saint-Laurent,Alexis-Nihon,tennis,rue Nantel/carré Stewart,,,,orthophotographies,289888.29,5039757.53,-73.6908000590020,45.4975808918864
647,Saint-Laurent,Gold,pavillon,rue Dorais/rue du Collège,,,,orthophotographies,290263.17,5040122.1,-73.6860141779515,45.5008693457363
648,Saint-Laurent,Chamberland,intérieur du chalet,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289994.42,5040353.22,-73.6894600761789,45.5029434002203
649,Saint-Laurent,Chamberland,intérieur du chalet,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289999.53,5040358.53,-73.6893948464732,45.5029912900595
650,Saint-Laurent,Chamberland,piscine,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289995.21,5040366.84,-73.6894503780350,45.5030659749366
651,Saint-Laurent,Houde,module de jeux,place Saint-Louis/rue Gratton,,,,orthophotographies,290711.28,5040148.15,-73.6802809117449,45.5011129471838
652,Saint-Laurent,Gohier,pétanque,rue Beaudet/rue Buchanan,,,,orthophotographies,290679.34,5040948.43,-73.6807126566248,45.5083135272038
653,Saint-Laurent,Gohier,parc à chien (intérieur),rue Beaudet/rue Buchanan,,,,orthophotographies,290616.97,5040868.04,-73.6815085232466,45.5075888821344
654,Saint-Laurent,Gohier,parc à chien (intérieur),rue Beaudet/rue Buchanan,,,,orthophotographies,290605.2,5040861.77,-73.6816589685733,45.5075322228664
655,Saint-Laurent,Gohier,chalet,rue Beaudet/rue Buchanan,,,,orthophotographies,290632.68,5040960.52,-73.6813101458397,45.5084213713471
656,Saint-Laurent,Gohier,tennis,rue Beaudet/rue Buchanan,,,,orthophotographies,290628.4,5040898.38,-73.6813631243312,45.5078621252461
657,Saint-Laurent,Grou,module de jeux,rue Cartier/rue Saint-Germain,,,,orthophotographies,291320.15,5041042.79,-73.6725143634386,45.5091752937279
658,Saint-Laurent,Decelles,intérieur du chalet,rue Filiatrault/rue de L'Église,,,accès restreint,orthophotographies,290934.06,5041542.93,-73.6774696416343,45.5136681713166
659,Saint-Laurent,Decelles,extérieur du chalet,rue Filiatrault/rue de L'Église,,,,orthophotographies,290926.18,5041548.08,-73.6775706427070,45.5137143561899
660,Saint-Laurent,Decelles,intérieur du chalet,rue Filiatrault/rue de L'Église,,,accès restreint,orthophotographies,290939.05,5041547.92,-73.6774059162010,45.5137131723888
661,Saint-Laurent,Beaudet,fontaine,rue Gohier/rue Beaudet,,,,orthophotographies,291006.01,5041090.85,-73.6765360424267,45.5096016134188
662,Saint-Laurent,Gariépy,,rue Bourgoin/rue Hufford,,,,orthophotographies,289308.02,5040650.92,-73.6982529663293,45.5056073105000
663,Saint-Laurent,Roland-Moreau,,rue Maheu/rue O'Grady,,,,orthophotographies,289443.83,5039820.69,-73.6964890091572,45.4981395893266
664,Saint-Laurent,Bourbonnière,basketball,rue Cazeneuve/rue Modugno,,,,orthophotographies,288889.17,5040187.46,-73.7035979799655,45.5014274963629
665,Saint-Laurent,Bourbonnière,pataugeoire,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288931.12,5040255.49,-73.7030633838721,45.5020406113586
666,Saint-Laurent,Bourbonnière,intérieur du chalet,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288967.21,5040292.46,-73.7026027605321,45.5023741013118
667,Saint-Laurent,Bourbonnière,extérieur du chalet,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288955.52,5040286.2,-73.7027521473479,45.5023175060711
668,Saint-Laurent,Tassé,pavillon,rue Billeron/rue Véniard,,,,orthophotographies,289673.94,5041034.49,-73.6935820960680,45.5090668471217
669,Saint-Laurent,Marcel-Laurin,tennis,boul Thimens/rue Varin,,,,orthophotographies,289069.47,5040977.29,-73.7013161723786,45.5085387689844
670,Saint-Laurent,Marcel-Laurin,tennis,boul Thimens/rue Varin,,,,orthophotographies,289070.59,5040975.97,-73.7013017965931,45.5085269164011
671,Saint-Laurent,Marcel-Laurin,parc à chien,boul Thimens/rue Varin,,,,orthophotographies,289196.98,5040945.13,-73.6996833117250,45.5082522457285
